% Model,hex structure V4 - GeAsS.mph
% Version,COMSOL 6.3.0.290
% Date,"May 31 2026, 12:13"
% Table,Table 1 - Global Evaluation 1
% wl,hang (m),r (m),Effective mode index (1),real(ewfd.neff) (1),Aeff (m^2)
5.3,5.0E-8,2.0E-6,2.457545545146209-0.08589724682738653i,2.457545545146209,7.336881971715424E-11
5.3,5.0E-8,2.0E-6,2.4576963211052774-0.08595628561497784i,2.4576963211052774,7.306710684312418E-11
5.3,5.0E-8,2.0E-6,2.46861987690168-0.1638259132552668i,2.46861987690168,7.214421207946741E-11
5.3,5.0E-8,2.0E-6,2.4686200155654743-0.16382584600848726i,2.4686200155654743,7.212619016440707E-11
5.3,5.0E-8,2.0E-6,2.4812457110616912-0.07880311943623676i,2.4812457110616912,7.305463326581317E-11
5.3,5.0E-8,2.0E-6,2.4812461780581305-0.07880298605292384i,2.4812461780581305,7.305491984496505E-11
5.3,5.0E-8,2.0E-6,2.4914174173865904-0.15833294935985653i,2.4914174173865904,7.028257552228889E-11
5.3,5.0E-8,2.0E-6,2.4914429740841006-0.15837679797257528i,2.4914429740841006,7.016397741726257E-11
5.3,5.0E-8,2.0E-6,2.5026156337645293-0.07239136055381518i,2.5026156337645293,7.294118213491053E-11
5.3,5.0E-8,2.0E-6,2.502615908882453-0.07239128478303698i,2.502615908882453,7.294128312675955E-11
5.3,5.0E-8,2.0E-6,2.5116526795300995-0.1536089570846355i,2.5116526795300995,7.676396370694592E-11
5.3,5.0E-8,2.0E-6,2.511652683258495-0.15360903902068052i,2.511652683258495,7.676384964847475E-11
5.3,5.0E-8,2.0E-6,2.5217244305969864-0.06661831853507758i,2.5217244305969864,7.305056066120232E-11
5.3,5.0E-8,2.0E-6,2.5218669291370164-0.0667063318543002i,2.5218669291370164,7.276074614445253E-11
5.3,5.0E-8,2.0E-6,2.529348903621255-0.14953370482738257i,2.529348903621255,7.25647259043777E-11
5.3,5.0E-8,2.0E-6,2.5293489549782837-0.1495337539883079i,2.5293489549782837,7.256479949422345E-11
5.3,5.0E-8,2.0E-6,2.538839389991202-0.06159207646749506i,2.538839389991202,7.282372698511963E-11
5.3,5.0E-8,2.0E-6,2.538839462622955-0.061592055941054824i,2.538839462622955,7.282362792147403E-11
5.3,5.0E-8,2.0E-6,2.5445536541562204-0.14605340444403936i,2.5445536541562204,7.001085590561447E-11
5.3,5.0E-8,2.0E-6,2.5445937999879757-0.14611387704103604i,2.5445937999879757,6.986820124592676E-11
5.3,5.0E-8,2.0E-6,2.553790983418806-0.057160828670332536i,2.553790983418806,7.272467633969134E-11
5.3,5.0E-8,2.0E-6,2.553791010018802-0.057160820778400734i,2.553791010018802,7.272477599966927E-11
5.3,5.0E-8,2.0E-6,2.557374974116039-0.1432213623257849i,2.557374974116039,6.993441186914003E-11
5.3,5.0E-8,2.0E-6,2.557375015397502-0.143221427609379i,2.557375015397502,6.993446330944122E-11
5.3,5.0E-8,2.0E-6,2.566621723478425-0.05329923000826529i,2.566621723478425,7.275457710702044E-11
5.3,5.0E-8,2.0E-6,2.5667505146548-0.05340717757687822i,2.5667505146548,7.244218914604532E-11
5.3,5.0E-8,2.0E-6,2.567793404901437-0.1409169565222293i,2.567793404901437,6.986542798284396E-11
5.3,5.0E-8,2.0E-6,2.5677934737303287-0.14091713960443172i,2.5677934737303287,6.986542081866257E-11
5.3,5.0E-8,2.0E-6,2.5758375197576284-0.1391078981924676i,2.5758375197576284,6.989650370611401E-11
5.3,5.0E-8,2.0E-6,2.575886691598971-0.13918740927014325i,2.575886691598971,6.96879300926656E-11
5.3,5.0E-8,2.0E-6,2.577553587237609-0.05015491650904769i,2.577553587237609,7.266880414332428E-11
5.3,5.0E-8,2.0E-6,2.577553588404425-0.05015491868655803i,2.577553588404425,7.266867877801842E-11
5.3,5.0E-8,2.0E-6,2.5816069783414073-0.1378956575044876i,2.5816069783414073,6.993746451190304E-11
5.3,5.0E-8,2.0E-6,2.581607006588158-0.13789576338292692i,2.581607006588158,6.993742410812991E-11
5.3,5.0E-8,2.0E-6,2.585046661547889-0.13714904594060257i,2.585046661547889,7.035524095686933E-11
5.3,5.0E-8,2.0E-6,2.585046682023869-0.13714911857551673i,2.585046682023869,7.035532183796344E-11
5.3,5.0E-8,2.0E-6,2.5861920000742242-0.1369009837666614i,2.5861920000742242,1.6352886534415175E-12
5.3,5.0E-8,2.0E-6,2.5864163427294287-0.047553743632631706i,2.5864163427294287,7.30209097588946E-11
5.3,5.0E-8,2.0E-6,2.586416345834001-0.04755374760259735i,2.586416345834001,7.30212297686885E-11
5.3,5.0E-8,2.0E-6,2.593232830971469-0.0454826879897838i,2.593232830971469,7.258855255084941E-11
5.3,5.0E-8,2.0E-6,2.593350836107817-0.045600488048412734i,2.593350836107817,7.220514853124155E-11
5.3,5.0E-8,2.0E-6,2.5981936249355884-0.04410998744490912i,2.5981936249355884,7.217460861106008E-11
5.3,5.0E-8,2.0E-6,2.598193629530122-0.04410999317510509i,2.598193629530122,7.217494964192312E-11
5.3,5.0E-8,2.0E-6,2.601131229532094-0.043252657014056305i,2.601131229532094,7.21385962789897E-11
5.3,5.0E-8,2.0E-6,2.601131232030056-0.04325266008534824i,2.601131232030056,7.213884185990401E-11
5.3,5.0E-8,2.0E-6,2.602109818982554-0.04296728709837099i,2.602109818982554,1.0819179495269806E-10
5.3,1.0E-7,2.0E-6,2.3989540584602254+3.627568872527496E-16i,2.3989540584602254,8.561182615282672E-12
5.3,1.0E-7,2.0E-6,2.3989572759564184,2.3989572759564184,8.561286625025873E-12
5.3,1.0E-7,2.0E-6,2.4315768532715483-0.09376107815290576i,2.4315768532715483,7.32850364174466E-11
5.3,1.0E-7,2.0E-6,2.431576978856282-0.09376103782076785i,2.431576978856282,7.32850816387299E-11
5.3,1.0E-7,2.0E-6,2.457382332477045-0.08582618866143386i,2.457382332477045,7.355677315998739E-11
5.3,1.0E-7,2.0E-6,2.4576947348099636-0.08594061177234204i,2.4576947348099636,7.298489313969826E-11
5.3,1.0E-7,2.0E-6,2.468557782340576-0.1637664374551367i,2.468557782340576,7.345163615576896E-11
5.3,1.0E-7,2.0E-6,2.468557873237068-0.16376646409077714i,2.468557873237068,7.344635635050825E-11
5.3,1.0E-7,2.0E-6,2.4811671992989304-0.0787565653642282i,2.4811671992989304,7.307394520953288E-11
5.3,1.0E-7,2.0E-6,2.4811672757412806-0.07875653805829379i,2.4811672757412806,7.307398800887062E-11
5.3,1.0E-7,2.0E-6,2.491327840437669-0.15822940907909602i,2.491327840437669,7.040015178839224E-11
5.3,1.0E-7,2.0E-6,2.491417815442658-0.1583615406667608i,2.491417815442658,7.014200951910962E-11
5.3,1.0E-7,2.0E-6,2.502540106608465-0.07234136554025568i,2.502540106608465,7.297706167154584E-11
5.3,1.0E-7,2.0E-6,2.5025401796669438-0.07234134351147829i,2.5025401796669438,7.29773234336914E-11
5.3,1.0E-7,2.0E-6,2.5115993132907777-0.15354975213341257i,2.5115993132907777,7.019329422484113E-11
5.3,1.0E-7,2.0E-6,2.5115993245651795-0.1535498269178219i,2.5115993245651795,7.019322695524824E-11
5.3,1.0E-7,2.0E-6,2.5215781006651143-0.06652232440741637i,2.5215781006651143,7.325369737213377E-11
5.3,1.0E-7,2.0E-6,2.521868232686337-0.06669803297719608i,2.521868232686337,7.269526191011453E-11
5.3,1.0E-7,2.0E-6,2.5292990269751536-0.14947451109198098i,2.5292990269751536,7.065812777635223E-11
5.3,1.0E-7,2.0E-6,2.5292990635995793-0.14947460424284228i,2.5292990635995793,7.065809074927857E-11
5.3,1.0E-7,2.0E-6,2.538769819805665-0.06153802807777483i,2.538769819805665,7.319958649819288E-11
5.3,1.0E-7,2.0E-6,2.5387698252271345-0.06153802234121053i,2.5387698252271345,7.31993417209219E-11
5.3,1.0E-7,2.0E-6,2.544468341796457-0.14594270417430977i,2.544468341796457,7.018657489005615E-11
5.3,1.0E-7,2.0E-6,2.544584586237479-0.14610719037004108i,2.544584586237479,6.983915919014584E-11
5.3,1.0E-7,2.0E-6,2.5537239055729195-0.05710406934846696i,2.5537239055729195,7.315303922850776E-11
5.3,1.0E-7,2.0E-6,2.553723921891938-0.05710407275080399i,2.553723921891938,7.315330351900913E-11
5.3,1.0E-7,2.0E-6,2.5573298106702405-0.14316301924360372i,2.5573298106702405,7.000071921815531E-11
5.3,1.0E-7,2.0E-6,2.5573298959479738-0.1431632570231158i,2.5573298959479738,7.000066030984482E-11
5.3,1.0E-7,2.0E-6,2.5664906537316137-0.05318715514464769i,2.5664906537316137,7.299096872866778E-11
5.3,1.0E-7,2.0E-6,2.5667517461482885-0.0534038553891611i,2.5667517461482885,7.239920591973914E-11
5.3,1.0E-7,2.0E-6,2.5677503012169822-0.14085852854964062i,2.5677503012169822,7.001824614558069E-11
5.3,1.0E-7,2.0E-6,2.567750350572348-0.14085867009473774i,2.567750350572348,7.001823821973939E-11
5.3,1.0E-7,2.0E-6,2.5757551541830814-0.1389944635579705i,2.5757551541830814,7.034321518875835E-11
5.3,1.0E-7,2.0E-6,2.5758846130394777-0.13918564391840677i,2.5758846130394777,6.966690231088323E-11
5.3,1.0E-7,2.0E-6,2.577490573384763-0.050096487593470886i,2.577490573384763,8.682501453953943E-11
5.3,1.0E-7,2.0E-6,2.577490577308795-0.05009648285145622i,2.577490577308795,8.682448218968528E-11
5.3,1.0E-7,2.0E-6,2.581565232150607-0.13783889389453347i,2.581565232150607,7.040246018677783E-11
5.3,1.0E-7,2.0E-6,2.581565261824295-0.1378389733724785i,2.581565261824295,7.04025434242976E-11
5.3,1.0E-7,2.0E-6,2.585005641552998-0.13709202725626327i,2.585005641552998,7.087577809199927E-11
5.3,1.0E-7,2.0E-6,2.585005686663584-0.13709216827104984i,2.585005686663584,7.087617222853888E-11
5.3,1.0E-7,2.0E-6,2.586151207948377-0.13684397480893776i,2.586151207948377,2.157611412468044E-12
5.3,1.0E-7,2.0E-6,2.5863551952289723-0.047493014720959716i,2.5863551952289723,7.229373646137868E-11
5.3,1.0E-7,2.0E-6,2.5863551995099137-0.04749301134044752i,2.5863551995099137,7.229353205361689E-11
5.3,1.0E-7,2.0E-6,2.5931117690497145-0.04536354293880502i,2.5931117690497145,7.288198321984661E-11
5.3,1.0E-7,2.0E-6,2.5933512187257324-0.045599732811118995i,2.5933512187257324,7.218918898787559E-11
5.3,1.0E-7,2.0E-6,2.598133730238653-0.04405115625647646i,2.598133730238653,7.217026167513928E-11
5.3,1.0E-7,2.0E-6,2.5981337311285095-0.04405115740086173i,2.5981337311285095,7.217008701948854E-11
5.3,1.0E-7,2.0E-6,2.601072090378035-0.043192711670111406i,2.601072090378035,7.210672956650377E-11
5.3,1.0E-7,2.0E-6,2.6010720952559057-0.043192717681238786i,2.6010720952559057,7.210698721627936E-11
5.3,1.0E-7,2.0E-6,2.6020509038039887-0.04290708698528848i,2.6020509038039887,1.0814590106584499E-10
5.3,1.5E-7,2.0E-6,2.401093754322074,2.401093754322074,8.569397602723701E-12
5.3,1.5E-7,2.0E-6,2.4010945551535685,2.4010945551535685,8.56920585135191E-12
5.3,1.5E-7,2.0E-6,2.4314766325324144-0.09371378434359762i,2.4314766325324144,7.330645422398797E-11
5.3,1.5E-7,2.0E-6,2.4314778923870732-0.09371341140905373i,2.4314778923870732,7.330705034717226E-11
5.3,1.5E-7,2.0E-6,2.4572025584263844-0.08574578865633842i,2.4572025584263844,7.374930280149472E-11
5.3,1.5E-7,2.0E-6,2.457688375639956-0.08591977319652089i,2.457688375639956,7.288471518930584E-11
5.3,1.5E-7,2.0E-6,2.4684758531260065-0.1636877502733869i,2.4684758531260065,7.790394286626634E-11
5.3,1.5E-7,2.0E-6,2.468475983945846-0.1636877239047424i,2.468475983945846,7.79946755144227E-11
5.3,1.5E-7,2.0E-6,2.4810796361726584-0.07870321531488138i,2.4810796361726584,7.306615255704465E-11
5.3,1.5E-7,2.0E-6,2.4810801071926956-0.07870307918107532i,2.4810801071926956,7.306639676153938E-11
5.3,1.5E-7,2.0E-6,2.4912007845594633-0.15808504019159278i,2.4912007845594633,7.057784466464041E-11
5.3,1.5E-7,2.0E-6,2.4913918420910366-0.15834766012076723i,2.4913918420910366,7.012804506284459E-11
5.3,1.5E-7,2.0E-6,2.502456900350913-0.07228437437149608i,2.502456900350913,7.295892294759899E-11
5.3,1.5E-7,2.0E-6,2.502457186514904-0.07228430140938158i,2.502457186514904,7.295940173302128E-11
5.3,1.5E-7,2.0E-6,2.5115273362090456-0.1534705267248262i,2.5115273362090456,7.033525187370831E-11
5.3,1.5E-7,2.0E-6,2.5115273688707105-0.15347043355271658i,2.5115273688707105,7.033544232019122E-11
5.3,1.5E-7,2.0E-6,2.5214194767314946-0.06641683439653531i,2.5214194767314946,7.346091539127171E-11
5.3,1.5E-7,2.0E-6,2.5218690116074196-0.0666864624238403i,2.5218690116074196,7.261182504985262E-11
5.3,1.5E-7,2.0E-6,2.5292312997822557-0.149394269493776i,2.5292312997822557,7.122191318669531E-11
5.3,1.5E-7,2.0E-6,2.529231350881859-0.1493944849608133i,2.529231350881859,7.122177073765365E-11
5.3,1.5E-7,2.0E-6,2.5386945925087225-0.061478221061483034i,2.5386945925087225,7.280399909673553E-11
5.3,1.5E-7,2.0E-6,2.5386946677494344-0.06147819695773654i,2.5386946677494344,7.280374169158946E-11
5.3,1.5E-7,2.0E-6,2.5443474501017214-0.14578834432742782i,2.5443474501017214,7.046581231566928E-11
5.3,1.5E-7,2.0E-6,2.544575628219829-0.14610228672505432i,2.544575628219829,6.9817941329002E-11
5.3,1.5E-7,2.0E-6,2.5536517300866874-0.05704117961281332i,2.5536517300866874,7.783417179946305E-11
5.3,1.5E-7,2.0E-6,2.553651750025049-0.05704116294395965i,2.553651750025049,7.783367837076734E-11
5.3,1.5E-7,2.0E-6,2.557267124035167-0.14308378623451393i,2.557267124035167,7.021389968537999E-11
5.3,1.5E-7,2.0E-6,2.557267282124351-0.14308423181601357i,2.557267282124351,7.021380538482983E-11
5.3,1.5E-7,2.0E-6,2.566350017234018-0.05306577809717427i,2.566350017234018,7.323326356827983E-11
5.3,1.5E-7,2.0E-6,2.5667529673865666-0.053399123984913845i,2.5667529673865666,7.234260870085236E-11
5.3,1.5E-7,2.0E-6,2.56769043824739-0.14077795943958865i,2.56769043824739,7.028229029011882E-11
5.3,1.5E-7,2.0E-6,2.567690569145644-0.14077834688978824i,2.567690569145644,7.028223503806884E-11
5.3,1.5E-7,2.0E-6,2.5756381275434195-0.13883781922576124i,2.5756381275434195,7.101458346405725E-11
5.3,1.5E-7,2.0E-6,2.5758828296984424-0.13918516434668118i,2.5758828296984424,6.965305631563575E-11
5.3,1.5E-7,2.0E-6,2.577423004280558-0.050033371413943116i,2.577423004280558,7.247286636258902E-11
5.3,1.5E-7,2.0E-6,2.577423018928597-0.050033386858707604i,2.577423018928597,7.247400760834023E-11
5.3,1.5E-7,2.0E-6,2.581505694605445-0.13776217641244487i,2.581505694605445,7.11166191129481E-11
5.3,1.5E-7,2.0E-6,2.5815057980967087-0.13776251307389936i,2.5815057980967087,7.111654036194936E-11
5.3,1.5E-7,2.0E-6,2.5849473128788447-0.1370145603181671i,2.5849473128788447,6.871205456299399E-11
5.3,1.5E-7,2.0E-6,2.584947361703001-0.13701472332041384i,2.584947361703001,6.871152623371088E-11
5.3,1.5E-7,2.0E-6,2.5860931929883098-0.13676636021315236i,2.5860931929883098,2.763210630860711E-12
5.3,1.5E-7,2.0E-6,2.5862898724480323-0.04742672778959658i,2.5862898724480323,7.227564166931648E-11
5.3,1.5E-7,2.0E-6,2.5862898858417886-0.04742674538461941i,2.5862898858417886,7.22765549186713E-11
5.3,1.5E-7,2.0E-6,2.5929819115227475-0.04523648353124861i,2.5929819115227475,7.317410749786713E-11
5.3,1.5E-7,2.0E-6,2.5933516173109634-0.04559861095982478i,2.5933516173109634,7.216844361878919E-11
5.3,1.5E-7,2.0E-6,2.598069167401339-0.04398962046769003i,2.598069167401339,7.214613567371068E-11
5.3,1.5E-7,2.0E-6,2.598069180213958-0.043989636443694746i,2.598069180213958,7.214704040215363E-11
5.3,1.5E-7,2.0E-6,2.6010084953699053-0.043129478136050795i,2.6010084953699053,7.20751812512067E-11
5.3,1.5E-7,2.0E-6,2.601008503776533-0.0431294876029516i,2.601008503776533,7.207553161531543E-11
5.3,1.5E-7,2.0E-6,2.6019875782781647-0.042843493563546275i,2.6019875782781647,1.0808608106280067E-10
5.3,2.0E-7,2.0E-6,2.4035539649686415,2.4035539649686415,8.591562781752813E-12
5.3,2.0E-7,2.0E-6,2.403559502070955,2.403559502070955,8.591120331079672E-12
5.3,2.0E-7,2.0E-6,2.4313694158105394-0.0936555509382554i,2.4313694158105394,7.333325772010025E-11
5.3,2.0E-7,2.0E-6,2.431369531564834-0.09365551612726326i,2.431369531564834,7.333333369923383E-11
5.3,2.0E-7,2.0E-6,2.457007369397498-0.08565319962370496i,2.457007369397498,7.394706649561376E-11
5.3,2.0E-7,2.0E-6,2.4576822650204933-0.08589215916190769i,2.4576822650204933,7.276815692371297E-11
5.3,2.0E-7,2.0E-6,2.4683723371484905-0.16358344973389144i,2.4683723371484905,7.311601624697782E-11
5.3,2.0E-7,2.0E-6,2.4683723488461347-0.16358349695256266i,2.4683723488461347,7.321666429566893E-11
5.3,2.0E-7,2.0E-6,2.4809855205810036-0.07864116871115254i,2.4809855205810036,7.389312154044904E-11
5.3,2.0E-7,2.0E-6,2.4809855520021995-0.07864116241984911i,2.4809855520021995,7.389301102548576E-11
5.3,2.0E-7,2.0E-6,2.491034078642593-0.1578946655025083i,2.491034078642593,7.08160438572556E-11
5.3,2.0E-7,2.0E-6,2.491363285231479-0.15832956793700015i,2.491363285231479,7.01200618508413E-11
5.3,2.0E-7,2.0E-6,2.5023671668876855-0.07221881385386895i,2.5023671668876855,7.58430712438776E-11
5.3,2.0E-7,2.0E-6,2.502367170732507-0.07221881345262884i,2.502367170732507,7.584329880877761E-11
5.3,2.0E-7,2.0E-6,2.5114348423856536-0.15336630776581345i,2.5114348423856536,7.043603907786471E-11
5.3,2.0E-7,2.0E-6,2.5114349062504764-0.15336653489288368i,2.5114349062504764,7.043589469258426E-11
5.3,2.0E-7,2.0E-6,2.5212485767574853-0.06629958168262796i,2.5212485767574853,7.367523331362749E-11
5.3,2.0E-7,2.0E-6,2.5218694330049045-0.06667150925986283i,2.5218694330049045,7.251291663198555E-11
5.3,2.0E-7,2.0E-6,2.529144219158699-0.1492884553519395i,2.529144219158699,7.040333658860876E-11
5.3,2.0E-7,2.0E-6,2.5291442855859145-0.1492887004244035i,2.5291442855859145,7.040317127519205E-11
5.3,2.0E-7,2.0E-6,2.5386135833219545-0.061411593508373684i,2.5386135833219545,7.275166763708751E-11
5.3,2.0E-7,2.0E-6,2.5386135882486296-0.061411603517422905i,2.5386135882486296,7.275220942777853E-11
5.3,2.0E-7,2.0E-6,2.5441898702421146-0.14558765482190872i,2.5441898702421146,7.084333902633117E-11
5.3,2.0E-7,2.0E-6,2.5445650357864125-0.14609409418442018i,2.5445650357864125,6.980078640532448E-11
5.3,2.0E-7,2.0E-6,2.553574000942149-0.05697098989136632i,2.553574000942149,7.275819408424445E-11
5.3,2.0E-7,2.0E-6,2.5535740149725523-0.05697100399279845i,2.5535740149725523,7.275876246316153E-11
5.3,2.0E-7,2.0E-6,2.5571855284711966-0.14298059977742367i,2.5571855284711966,7.048825388562284E-11
5.3,2.0E-7,2.0E-6,2.557185633585428-0.14298089483622484i,2.557185633585428,7.048818872227705E-11
5.3,2.0E-7,2.0E-6,2.566198462995277-0.052933078628539555i,2.566198462995277,7.348470911761009E-11
5.3,2.0E-7,2.0E-6,2.566754321754402-0.05339303323505868i,2.566754321754402,7.227610669289348E-11
5.3,2.0E-7,2.0E-6,2.567612980632438-0.14067176470087053i,2.567612980632438,7.066259102891214E-11
5.3,2.0E-7,2.0E-6,2.5676131047154342-0.14067211869216442i,2.5676131047154342,7.06624991506897E-11
5.3,2.0E-7,2.0E-6,2.5754847468417226-0.13863568614880925i,2.5754847468417226,7.179180419281384E-11
5.3,2.0E-7,2.0E-6,2.575880439407284-0.13918306098154182i,2.575880439407284,6.964245732990573E-11
5.3,2.0E-7,2.0E-6,2.5773502228862024-0.04996472127097124i,2.5773502228862024,7.846745995867426E-11
5.3,2.0E-7,2.0E-6,2.577350224217685-0.049964726964698905i,2.577350224217685,7.846826987880376E-11
5.3,2.0E-7,2.0E-6,2.581426732882057-0.13766443669998316i,2.581426732882057,7.177847336567423E-11
5.3,2.0E-7,2.0E-6,2.581426791243858-0.1376646065229127i,2.581426791243858,7.17784471166886E-11
5.3,2.0E-7,2.0E-6,2.584870233246527-0.1369148066376685i,2.584870233246527,6.26190929949187E-11
5.3,2.0E-7,2.0E-6,2.5848702799430248-0.13691495612615887i,2.5848702799430248,6.261773624665033E-11
5.3,2.0E-7,2.0E-6,2.5860165838875355-0.13666624030179242i,2.5860165838875355,3.450190291497074E-12
5.3,2.0E-7,2.0E-6,2.5862197405775063-0.04735377941236803i,2.5862197405775063,7.311534321419292E-11
5.3,2.0E-7,2.0E-6,2.5862197423819495-0.04735378884524938i,2.5862197423819495,7.311598222039572E-11
5.3,2.0E-7,2.0E-6,2.5928417484484463-0.04509972752367291i,2.5928417484484463,7.3471146027901E-11
5.3,2.0E-7,2.0E-6,2.5933520976668096-0.045597206815189056i,2.5933520976668096,7.214148012618036E-11
5.3,2.0E-7,2.0E-6,2.5979991615819578-0.04392485838391448i,2.5979991615819578,7.218256241851121E-11
5.3,2.0E-7,2.0E-6,2.5979991664325057-0.04392486308918291i,2.5979991664325057,7.218259269441527E-11
5.3,2.0E-7,2.0E-6,2.6009396889688894-0.04306225588659429i,2.6009396889688894,7.203454361238749E-11
5.3,2.0E-7,2.0E-6,2.600939697011364-0.04306226404667055i,2.600939697011364,7.203471641950823E-11
5.3,2.0E-7,2.0E-6,2.601919091610237-0.04277577250326602i,2.601919091610237,1.0801195210742742E-10
5.4,5.0E-8,2.0E-6,2.389331727529678,2.389331727529678,8.630308279959471E-12
5.4,5.0E-8,2.0E-6,2.3893320637400777,2.3893320637400777,8.630370997447183E-12
5.4,5.0E-8,2.0E-6,2.4259765575327172-0.09641258742799477i,2.4259765575327172,7.350454151318713E-11
5.4,5.0E-8,2.0E-6,2.425977809386845-0.09641220676990044i,2.425977809386845,7.35050831112039E-11
5.4,5.0E-8,2.0E-6,2.4527183998064-0.08810678529622835i,2.4527183998064,7.361364818049941E-11
5.4,5.0E-8,2.0E-6,2.452869453126272-0.08816224489571683i,2.452869453126272,7.330378864759841E-11
5.4,5.0E-8,2.0E-6,2.4641544627327012-0.1652004767937237i,2.4641544627327012,7.1929621623023E-11
5.4,5.0E-8,2.0E-6,2.4641546071506233-0.1652004101624613i,2.4641546071506233,7.191953034389972E-11
5.4,5.0E-8,2.0E-6,2.4771875580014084-0.08065027856864573i,2.4771875580014084,7.330058796847704E-11
5.4,5.0E-8,2.0E-6,2.477188040664769-0.08065013709137354i,2.477188040664769,7.33008761098192E-11
5.4,5.0E-8,2.0E-6,2.487789924315684-0.1594086528374028i,2.487789924315684,7.038253556842824E-11
5.4,5.0E-8,2.0E-6,2.4878137410059926-0.1594512050726783i,2.4878137410059926,7.026248344182836E-11
5.4,5.0E-8,2.0E-6,2.4992432688275112-0.07391640521840571i,2.4992432688275112,7.318988072477628E-11
5.4,5.0E-8,2.0E-6,2.499243553181343-0.07391632480230072i,2.499243553181343,7.318998391317505E-11
5.4,5.0E-8,2.0E-6,2.5087601089882505-0.15443214722697007i,2.5087601089882505,7.829856285742113E-11
5.4,5.0E-8,2.0E-6,2.5087601095395904-0.15443207449586802i,2.5087601095395904,7.829867998544938E-11
5.4,5.0E-8,2.0E-6,2.5189602926061108-0.06785769320937816i,2.5189602926061108,7.330200421889443E-11
